6735.000000,8584.601778,6952.655322
6734.000000,8584.601778,6953.155322
6733.000000,8584.601778,6953.655322
6732.000000,8584.601778,6954.155322
6731.000000,8584.601778,6954.655322
6730.000000,8584.601778,6955.155322
6729.000000,8584.601778,6955.655322
6728.000000,8584.601778,6956.155322
6727.000000,8584.601778,6956.655322
6726.000000,8584.601778,6957.155322
6725.000000,8584.601778,6957.655322
6687.000000,8584.101778,6952.655322
6686.000000,8584.101778,6953.155322
6685.000000,8584.101778,6953.655322
6684.000000,8584.101778,6954.155322
6683.000000,8584.101778,6954.655322
6682.000000,8584.101778,6955.155322
6681.000000,8584.101778,6955.655322
6680.000000,8584.101778,6956.155322
6679.000000,8584.101778,6956.655322
6678.000000,8584.101778,6957.155322
6677.000000,8584.101778,6957.655322
6639.000000,8583.601778,6952.655322
6638.000000,8583.601778,6953.155322
6637.000000,8583.601778,6953.655322
6636.000000,8583.601778,6954.155322
6635.000000,8583.601778,6954.655322
6634.000000,8583.601778,6955.155322
6633.000000,8583.601778,6955.655322
6632.000000,8583.601778,6956.155322
6631.000000,8583.601778,6956.655322
6630.000000,8583.601778,6957.155322
6629.000000,8583.601778,6957.655322
6591.000000,8583.101778,6952.655322
6590.000000,8583.101778,6953.155322
6589.000000,8583.101778,6953.655322
6588.000000,8583.101778,6954.155322
6587.000000,8583.101778,6954.655322
6586.000000,8583.101778,6955.155322
6585.000000,8583.101778,6955.655322
6584.000000,8583.101778,6956.155322
6583.000000,8583.101778,6956.655322
6582.000000,8583.101778,6957.155322
6581.000000,8583.101778,6957.655322
6580.000000,8583.101778,6958.155322
6579.000000,8583.101778,6958.655322
6578.000000,8583.101778,6959.155322
6543.000000,8582.601778,6952.655322
6542.000000,8582.601778,6953.155322
6541.000000,8582.601778,6953.655322
6540.000000,8582.601778,6954.155322
6539.000000,8582.601778,6954.655322
6538.000000,8582.601778,6955.155322
6537.000000,8582.601778,6955.655322
6536.000000,8582.601778,6956.155322
6535.000000,8582.601778,6956.655322
6534.000000,8582.601778,6957.155322
6533.000000,8582.601778,6957.655322
6532.000000,8582.601778,6958.155322
6531.000000,8582.601778,6958.655322
6530.000000,8582.601778,6959.155322
6495.000000,8582.101778,6952.655322
6494.000000,8582.101778,6953.155322
6493.000000,8582.101778,6953.655322
6492.000000,8582.101778,6954.155322
6491.000000,8582.101778,6954.655322
6490.000000,8582.101778,6955.155322
6489.000000,8582.101778,6955.655322
6488.000000,8582.101778,6956.155322
6487.000000,8582.101778,6956.655322
6486.000000,8582.101778,6957.155322
6485.000000,8582.101778,6957.655322
6484.000000,8582.101778,6958.155322
6483.000000,8582.101778,6958.655322
6482.000000,8582.101778,6959.155322
6447.000000,8581.601778,6952.655322
6446.000000,8581.601778,6953.155322
6445.000000,8581.601778,6953.655322
6444.000000,8581.601778,6954.155322
6443.000000,8581.601778,6954.655322
6442.000000,8581.601778,6955.155322
6441.000000,8581.601778,6955.655322
6440.000000,8581.601778,6956.155322
6439.000000,8581.601778,6956.655322
6438.000000,8581.601778,6957.155322
6437.000000,8581.601778,6957.655322
6436.000000,8581.601778,6958.155322
6435.000000,8581.601778,6958.655322
6434.000000,8581.601778,6959.155322
6417.000000,8581.101778,6943.655322
6416.000000,8581.101778,6944.155322
6415.000000,8581.101778,6944.655322
6414.000000,8581.101778,6945.155322
6413.000000,8581.101778,6945.655322
6412.000000,8581.101778,6946.155322
6411.000000,8581.101778,6946.655322
6410.000000,8581.101778,6947.155322
6409.000000,8581.101778,6947.655322
6408.000000,8581.101778,6948.155322
6407.000000,8581.101778,6948.655322
6406.000000,8581.101778,6949.155322
6405.000000,8581.101778,6949.655322
6399.000000,8581.101778,6952.655322
6398.000000,8581.101778,6953.155322
6397.000000,8581.101778,6953.655322
6396.000000,8581.101778,6954.155322
