5736,5784,5832,5880,5928
5737,5785,5833,5881,5929
5738,5786,5834,5882,5930
5739,5787,5835,5883,5931
5740,5788,5836,5884,5932
5741,5789,5837,5885,5933
5742,5790,5838,5886,5934
