0,0,0,0,0,0,202,0,0,0,0,0,0,0,0,200,0,0
0,0,0,223,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,226,0,0,224,0,0,0,0
0,223,0,0,222,0,0,0,0,0,0,0,0,221,0,0,0,0
0,0,0,222,0,0,0,0,0,0,0,0,0,220,0,0,0,0
0,0,0,0,0,0,0,217,0,0,0,0,0,219,0,0,0,0
202,0,0,0,0,0,0,0,0,0,0,0,0,204,0,0,0,203
0,0,0,0,0,217,0,0,0,0,0,0,0,218,0,0,0,0
0,0,0,0,0,0,0,0,0,216,0,0,0,214,0,0,0,0
0,0,0,0,0,0,0,0,216,0,0,0,0,215,0,0,0,0
0,0,226,0,0,0,0,0,0,0,0,0,0,225,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,210,209,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,210,0,208,0,0,0,0
0,0,224,221,220,219,204,218,214,215,225,209,208,0,213,0,212,207
0,0,0,0,0,0,0,0,0,0,0,0,0,213,0,0,211,0
200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,212,211,0,0,0
0,0,0,0,0,0,203,0,0,0,0,0,0,207,0,0,0,0
