2332,2380,2428,2476,2524,2572,2620
2333,2381,2429,2477,2525,2573,2621
2334,2382,2430,2478,2526,2574,2622
2335,2383,2431,2479,2527,2575,2623
2336,2384,2432,2480,2528,2576,2624
