569,100,200
570,100,200
618,100,200
666,100,200
665,100,200
617,100,200
568,101,200
616,101,200
664,101,200
1330,101,201
1331,101,201
1332,101,201
1378,101,201
1380,101,201
1040,101,202
1041,101,202
1089,101,202
1089,101,202
1137,101,202
1137,101,202
1185,101,202
1039,102,202
1087,102,202
1087,102,202
1135,102,202
1135,102,202
844,102,203
844,102,203
845,102,203
845,102,203
845,102,203
846,102,203
846,102,203
846,102,203
847,102,203
847,102,203
988,102,204
1036,102,204
1036,102,204
1084,102,204
1084,102,204
1084,102,204
1132,102,204
1132,102,204
1120,102,204
748,103,203
748,103,203
749,103,203
749,103,203
749,103,203
750,103,203
750,103,203
750,103,203
751,103,203
751,103,203
460,103,207
460,103,207
508,103,207
508,103,207
508,103,207
556,103,207
556,103,207
556,103,207
604,103,207
604,103,207
652,103,207
983,104,204
1031,104,204
1031,104,204
1079,104,204
1079,104,204
1079,104,204
1127,104,204
1127,104,204
1175,104,204
407,104,207
455,104,207
455,104,207
503,104,207
503,104,207
503,104,207
551,104,207
551,104,207
551,104,207
599,104,207
599,104,207
647,104,207
981,104,208
1029,104,208
1029,104,208
1077,104,208
1077,104,208
1077,104,208
1077,104,208
1125,104,208
1125,104,208
1125,104,208
1173,104,208
1173,104,208
453,104,209
501,104,209
501,104,209
549,104,209
549,104,209
549,104,209
597,104,209
597,104,209
645,104,209
2853,104,212
2901,104,212
2901,104,212
2949,104,212
2949,104,212
2949,104,212
2997,104,212
2997,104,212
2997,104,212
3045,104,212
3045,104,212
3093,104,212
2277,104,213
2277,104,213
2325,104,213
2325,104,213
2325,104,213
2373,104,213
2373,104,213
2373,104,213
2373,104,213
2421,104,213
2421,104,213
2469,104,213
2903,104,214
2951,104,214
2951,104,214
2999,104,214
2999,104,214
2999,104,214
3047,104,214
3047,104,214
3095,104,214
2279,104,215
2279,104,215
2327,104,215
2327,104,215
2327,104,215
2375,104,215
2375,104,215
2375,104,215
2375,104,215
2423,104,215
2423,104,215
2471,104,215
4343,104,218
4391,104,218
4391,104,218
4439,104,218
4439,104,218
4439,104,218
4487,104,218
4487,104,218
4487,104,218
4535,104,218
4535,104,218
4583,104,218
3863,104,219
3863,104,219
3911,104,219
3911,104,219
3911,104,219
3959,104,219
3959,104,219
3959,104,219
