2,6,33
6,6,33
8,6,33
10,6,33
15,6,20
15,6,20
16,6,20
16,6,20
17,20,6
17,20,6
17,20,21
17,20,21
18,20,6
18,20,6
18,20,21
18,20,21
20,21,20
20,21,20
26,21,32
30,21,32
32,21,32
34,21,32
36,25,31
40,25,31
42,25,31
44,25,31
46,25,31
51,25,24
51,25,24
52,25,24
52,25,24
54,24,25
54,24,25
54,24,9
54,24,9
55,9,24
55,9,24
56,9,24
56,9,24
58,9,30
60,9,30
61,9,11
63,9,11
63,9,11
64,9,30
65,9,11
65,9,11
66,9,30
68,9,30
70,9,30
70,9,11
70,9,11
70,9,11
71,10,28
73,10,28
75,10,28
79,10,28
85,10,26
85,10,26
86,10,26
86,10,26
88,26,10
88,26,10
88,26,27
88,26,27
89,27,26
89,27,26
90,27,26
90,27,26
93,27,29
95,27,29
97,27,29
99,27,29
105,8,35
107,8,35
109,8,35
113,8,22
113,8,22
114,8,22
114,8,22
115,22,8
115,22,8
115,22,23
115,22,23
117,23,22
117,23,22
118,23,22
118,23,22
123,23,34
127,23,34
129,23,34
132,4,41
134,4,41
136,4,41
138,4,41
143,4,12
143,4,12
144,4,12
144,4,12
146,12,4
146,12,4
146,12,13
146,12,13
147,13,12
147,13,12
148,13,12
148,13,12
152,13,40
154,13,40
156,13,40
158,13,40
160,13,40
161,7,37
163,7,37
165,7,37
167,7,37
175,7,16
175,7,16
176,7,16
176,7,16
177,16,7
177,16,7
177,16,17
177,16,17
178,16,7
178,16,7
178,16,17
178,16,17
180,17,16
180,17,16
185,17,36
187,17,36
191,17,36
201,5,39
202,5,41
202,5,39
204,5,41
204,5,39
206,5,41
206,5,39
214,5,38
214,5,40
215,5,38
215,5,40
216,5,38
216,5,40
217,5,38
217,5,40
240,5,33
240,5,37
241,5,33
241,5,37
243,5,33
243,5,37
244,5,33
244,5,37
245,5,33
245,5,37
253,5,32
253,5,36
254,5,32
254,5,36
255,5,32
255,5,36
256,5,32
256,5,36
258,5,36
274,5,35
275,5,35
277,5,35
278,5,35
284,5,34
285,5,34
287,5,34
288,5,34
289,5,34
292,5,31
293,5,31
294,5,31
296,5,31
297,5,31
303,5,30
304,5,30
306,5,30
308,5,30
309,5,30
311,5,28
312,5,28
313,5,28
314,5,28
316,5,28
317,5,28
322,5,29
323,5,29
324,5,29
326,5,29
327,5,29
344,33,6
344,33,6
344,33,6
344,33,6
344,33,6
347,33,5
347,33,5
347,33,5
347,33,5
347,33,5
347,33,5
348,32,21
348,32,21
348,32,21
348,32,21
348,32,21
351,32,5
351,32,5
351,32,5
351,32,5
351,32,5
352,31,25
352,31,25
352,31,25
352,31,25
352,31,25
352,31,25
358,31,5
358,31,5
358,31,5
358,31,5
358,31,5
358,31,5
358,31,5
359,30,9
359,30,9
359,30,9
359,30,9
359,30,9
359,30,9
359,30,11
359,30,11
359,30,9
361,30,11
361,30,11
362,30,11
366,28,5
366,28,5
366,28,5
366,28,5
366,28,5
366,28,5
366,28,5
371,28,10
371,28,10
371,28,10
371,28,10
371,28,10
372,29,5
372,29,5
372,29,5
372,29,5
372,29,5
372,29,5
377,29,27
377,29,27
377,29,27
377,29,27
377,29,27
378,35,5
378,35,5
378,35,5
378,35,5
378,35,5
378,35,5
385,34,5
385,34,5
385,34,5
385,34,5
385,34,5
385,34,5
392,37,5
392,37,5
392,37,5
392,37,5
392,37,5
392,37,5
396,36,5
396,36,5
396,36,5
396,36,5
396,36,5
396,36,5
399,36,17
399,36,17
399,36,17
399,36,17
399,36,17
403,41,5
403,41,5
403,41,5
403,41,5
403,41,5
404,3,39
406,3,39
407,3,1
407,3,1
408,3,39
410,3,39
411,3,1
411,3,1
412,3,39
413,3,1
413,3,1
415,3,1
415,3,1
416,3,14
416,3,14
417,3,14
417,3,1
417,3,14
417,3,1
418,14,3
418,14,3
418,14,15
418,14,15
420,15,14
420,15,14
421,15,14
421,15,1
421,15,1
421,15,14
423,15,1
423,15,1
425,15,1
425,15,1
426,15,38
427,15,1
427,15,1
429,15,1
429,15,1
430,15,38
431,15,1
431,15,44
432,15,38
434,15,38
435,15,44
435,15,1
436,39,5
436,39,5
436,39,5
436,39,5
436,39,5
436,39,5
439,39,3
439,39,3
439,39,3
439,39,3
439,39,3
440,38,5
440,38,5
440,38,5
440,38,5
440,38,5
440,38,5
443,38,15
443,38,15
443,38,15
443,38,15
