0,0,0,0,0,0,0,0,24,0,31,0,0,0,0,0,0,0
0,0,0,0,0,0,12,0,0,0,41,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,32,0,0,20,0,0,0,0
0,0,0,0,0,0,0,0,0,0,39,0,14,0,0,0,0,0
0,0,0,0,0,16,0,0,0,0,36,0,0,0,0,0,0,0
0,0,0,0,16,0,0,0,0,0,37,0,0,0,0,0,0,0
0,12,0,0,0,0,0,0,0,0,40,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,28,0,0,0,26,0,0,0
24,0,0,0,0,0,0,0,0,0,30,0,0,0,0,0,45,0
0,0,0,0,0,0,0,0,0,0,0,43,44,0,0,0,0,0
31,41,32,39,36,37,40,28,30,0,0,0,38,33,29,34,0,35
0,0,0,0,0,0,0,0,0,43,0,0,0,0,0,0,0,0
0,0,0,14,0,0,0,0,0,44,38,0,0,0,0,0,0,0
0,0,20,0,0,0,0,0,0,0,33,0,0,0,0,0,0,0
0,0,0,0,0,0,0,26,0,0,29,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,34,0,0,0,0,0,0,22
0,0,0,0,0,0,0,0,45,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,35,0,0,0,0,22,0,0
