8565,6955
8520,6953
8544,6953
8520,6945
8544,6945
8540,6945
8524,6953
8575,6944
8570,6955
8523,6941
8548,6949
8520,6938
8524,6945
8539,6953
8579,6944
8560,6943
8578,6955
8556,6943
